ID;preco;nrQuartos;nrWC;Sala_estar_m2;lote_m2;nrAndares;vista;condicao;piso_m2;arrecadacao_m2;Ano_construcao;Ano_renovacao
1094;255000;3; 2 ;25;814; 1 ;0;3;95;0;1973;2013
1095;668750;4; 3 ;54;578; 1 ;2;3;143;250;1964;2000
1096;344500;4; 3 ;42;491; 1 ;0;3;95;250;2002;0
1098;540000;3; 2 ;30;5606; 1 ;0;3;117;0;1983;2009
1099;246000;3; 2 ;41;2144; 1 ;0;3;160;0;1953;0
1100;535000;2; 1 ;24;436; 1 ;0;3;83;37;1939;1969
1102;430000;3; 1 ;27;270; 1 ;0;5;104;0;1906;0
1104;712000;4; 3 ;79;22268; 2 ;0;3;306;0;2001;0
1105;450000;2; 1 ;28;360; 1 ;0;3;96;43;1940;1996
1106;220000;4; 3 ;50;720; 2 ;0;3;194;0;1993;0
1107;525000;3; 1 ;34;360; 1 ;1;4;86;167;1948;0
1109;540000;3; 2 ;34;152; 2 ;0;3;90;157;2007;0
1110;600000;4; 3 ;55;470; 2 ;0;3;212;0;2001;0
1111;600000;3; 3 ;52;815; 2 ;0;4;201;0;1987;0
1112;625000;4; 3 ;61;4384; 2 ;0;3;237;0;1986;0
1114;389999;3; 3 ;34;132; 2 ;0;3;117;48;2003;0
1115;285000;3; 2 ;55;540; 2 ;0;3;119;353;1935;1974
1116;744000;4; 3 ;66;1175; 2 ;0;3;255;0;1998;2006
1117;700000;4; 3 ;70;4156; 2 ;0;3;271;0;1996;0
1118;318989;4; 3 ;46;810; 1 ;0;4;180;0;1978;2000
1119;556000;3; 3 ;47;324; 2 ;0;3;182;0;1998;2006
1120;275000;3; 3 ;47;569; 2 ;0;3;183;0;1993;0
1121;430000;3; 3 ;59;1004; 2 ;0;3;230;0;1994;0
1122;300000;2; 1 ;23;1233; 1 ;0;3;87;0;1949;1998
1123;396450;3; 2 ;36;1120; 1 ;0;5;139;0;1967;0
1124;225000;2; 1 ;32;10075; 1 ;0;3;126;0;1940;1997
1125;700000;4; 4 ;65;709; 2 ;0;3;250;0;2006;0
1126;260000;6; 2 ;52;792; 1 ;0;3;200;0;1977;2004
1127;655000;4; 4 ;55;1206; 2 ;3;3;150;227;1994;0
1128;1185000;3; 3 ;64;3685; 2 ;0;5;248;0;1978;0
1129;1550000;3; 3 ;104;2342; 2 ;0;3;401;0;1992;0
1130;413800;3; 2 ;33;398; 1 ;0;3;130;0;2007;0
1132;334990;4; 3 ;52;381; 2 ;0;3;200;0;2014;0
1133;2700000;5; 5 ;123;756; 2 ;2;3;337;520;2005;0
1134;1030000;3; 4 ;90;1179; 2 ;3;3;333;60;2009;0
1135;1130000;4; 4 ;89;767; 1 ;1;3;241;377;2007;0
1136;556000;3; 3 ;46;105; 2 ;0;3;144;120;2007;0
1137;360000;3; 3 ;36;102; 3 ;0;3;138;0;2009;0
1138;480000;4; 3 ;75;3086; 2 ;0;4;293;0;1983;0
1139;324000;3; 3 ;41;649; 2 ;0;3;158;0;1994;0
1140;1050000;4; 4 ;80;3152; 2 ;0;3;310;0;1983;2009
1141;275000;1; 1 ;27;1273; 1 ;0;5;79;97;1962;0
1142;180000;3; 1 ;20;480; 1 ;0;3;78;0;1969;2014
1144;1600000;3; 3 ;73;1154; 1 ;2;4;164;447;1966;0
1145;373500;2; 1 ;19;300; 1 ;0;3;72;0;1918;0
1146;770000;4; 3 ;55;720; 2 ;0;4;212;0;1987;0
1147;356000;2; 2 ;25;1482; 1 ;0;3;95;0;1977;2004
1148;625000;3; 2 ;48;1130; 1 ;0;4;122;237;1984;0
1149;494400;2; 2 ;36;158; 1 ;0;4;70;260;1904;0
1150;585000;4; 2 ;70;3798; 1 ;3;3;135;500;1950;2005
1151;926300;3; 2 ;39;432; 2 ;0;3;149;0;1907;1983
1152;600000;3; 2 ;38;459; 1 ;0;5;94;203;1908;0
1153;430000;4; 3 ;75;804; 2 ;0;3;221;257;1990;2009
1155;604700;4; 3 ;64;1348; 1 ;3;3;155;343;1981;2013
1156;219900;3; 1 ;21;540; 1 ;0;2;82;0;1956;0
1157;270000;2; 2 ;20;78; 2 ;0;3;76;0;2005;0
1158;432000;3; 3 ;34;142; 2 ;0;3;98;127;2007;0
1159;300000;6; 2 ;47;973; 1 ;0;4;184;0;1943;0
1160;361000;3; 1 ;26;364; 2 ;4;4;99;0;1922;0
1161;249950;2; 1 ;22;768; 1 ;0;4;85;0;1959;0
1162;320000;3; 2 ;26;945; 1 ;0;5;100;0;1978;0
1163;305000;4; 2 ;51;729; 2 ;0;5;126;267;1942;0
1164;503000;2; 2 ;66;5365; 1 ;4;3;136;450;1948;2003
1165;235750;2; 1 ;17;1013; 1 ;0;2;67;0;1938;0
1166;657000;4; 2 ;64;767; 1 ;2;3;123;457;1954;2005
1167;385000;3; 1 ;29;657; 1 ;0;4;113;0;1956;0
1168;389950;4; 3 ;73;725; 2 ;0;3;283;0;1991;0
1169;150000;2; 1 ;19;924; 1 ;0;3;74;0;1954;2005
1170;254500;4; 3 ;60;654; 2 ;0;3;155;283;1998;2006
1171;555000;4; 3 ;55;733; 1 ;0;4;129;307;1977;0
1173;245000;4; 2 ;37;720; 1 ;0;3;94;180;1967;2011
1174;319950;2; 1 ;25;524; 1 ;2;5;96;0;1949;0
1176;492000;4; 2 ;38;450; 2 ;0;3;148;0;1907;1983
1179;180000;2; 1 ;33;405; 1 ;0;3;81;167;1922;2008
1180;400000;3; 1 ;24;563; 1 ;0;3;94;0;1942;1999
1181;295000;4; 2 ;23;958; 1 ;0;5;88;0;1978;0
1182;910000;4; 4 ;78;980; 2 ;0;3;202;367;1963;2000
1183;1150000;6; 5 ;140;19759; 2 ;0;3;369;647;1996;0
1184;431500;3; 4 ;44;145; 2 ;0;3;129;157;2008;0
1185;180000;4; 2 ;40;656; 1 ;0;3;92;240;1962;2003
1186;677000;3; 2 ;46;289; 1 ;0;4;99;300;1916;0
1187;1180500;3; 2 ;37;648; 1 ;0;3;98;173;1973;2013
1188;635700;4; 3 ;75;1258; 1 ;0;3;167;460;1977;2004
1190;168000;2; 3 ;27;196; 2 ;0;3;104;0;1998;2006
1191;805000;4; 3 ;56;540; 1 ;0;5;127;333;1950;0
1192;398000;2; 1 ;14;985; 2 ;0;3;53;0;1983;2009
1193;665000;4; 3 ;60;1565; 2 ;0;3;234;0;1996;0
1194;592500;4; 3 ;50;742; 1 ;0;4;123;267;1968;0
1195;940000;4; 3 ;48;360; 2 ;0;3;187;0;1912;2000
1196;655000;4; 3 ;66;1115; 2 ;0;3;257;0;1999;0
1198;380000;2; 3 ;29;89; 2 ;0;3;95;57;2011;0
1200;432000;3; 3 ;51;1343; 1 ;0;3;99;367;1982;0
1201;1050000;4; 3 ;70;1133; 2 ;0;4;273;0;1988;0
1202;353250;2; 1 ;25;144; 2 ;0;3;95;0;1979;2014
1203;1000000;4; 3 ;99;1682; 2 ;0;3;383;0;1996;0
1204;320000;3; 3 ;23;76; 2 ;0;3;72;67;2007;0
1205;349900;4; 3 ;48;335; 2 ;0;3;185;0;2014;0
1206;330000;4; 4 ;73;558; 2 ;0;3;284;0;2005;0
1207;408000;3; 3 ;45;650; 1 ;0;4;176;0;2006;0
1208;321000;3; 3 ;31;116; 3 ;0;3;121;0;2010;0
1209;1051000;4; 4 ;90;493; 3 ;0;3;347;0;2007;0
1210;2150000;4; 6 ;118;929; 2 ;0;3;455;0;2008;0
1211;359000;3; 2 ;32;80; 3 ;0;3;122;0;2008;0
1212;300000;5; 3 ;64;540; 2 ;0;3;248;0;2006;0
1214;660000;3; 3 ;57;390; 2 ;0;3;221;0;2010;0
1215;355000;3; 3 ;30;86; 3 ;0;3;115;0;2005;0
1216;259000;3; 3 ;36;321; 2 ;0;3;140;0;2011;0
1217;353000;1; 1 ;13;115; 2 ;0;3;50;0;2008;0
1218;430000;2; 3 ;35;143; 2 ;0;3;112;93;2007;0
1219;460000;3; 1 ;39;360; 2 ;0;4;105;167;1939;1989
1220;80000;1; 1 ;10;455; 1 ;0;2;39;0;1912;0
1221;782000;4; 3 ;55;865; 2 ;0;4;214;0;1991;0
1222;218000;3; 1 ;22;867; 1 ;0;5;86;0;1982;0
1224;980000;4; 3 ;85;527; 1 ;3;3;185;540;1967;2011
1225;902000;4; 3 ;59;828; 1 ;0;5;141;320;1976;0
1226;556000;5; 3 ;89;1521; 2 ;0;3;346;0;1991;0
1227;662990;3; 2 ;29;324; 2 ;0;5;112;0;1926;0
1228;225000;2; 1 ;30;1068; 2 ;0;4;117;0;1975;0
1229;439950;4; 3 ;55;1086; 2 ;0;3;214;0;2002;0
1231;306000;2; 1 ;18;1215; 1 ;0;4;70;0;1946;1989
1232;235000;4; 3 ;42;3568; 1 ;0;3;111;193;1970;2014
1233;399500;3; 2 ;56;1141; 2 ;0;3;218;0;1911;1986
1234;478000;3; 1 ;30;232; 2 ;0;3;115;0;1910;2014
1235;515000;2; 1 ;39;585; 1 ;0;4;103;180;1941;1998
1236;550000;3; 3 ;58;486; 2 ;0;3;226;0;1992;0
1237;149000;3; 1 ;39;778; 1 ;0;3;153;0;1955;2005
1238;526000;3; 2 ;39;308; 1 ;0;3;86;240;1992;0
1239;527550;1; 1 ;19;5371; 1 ;0;3;74;0;1999;0
1240;1050000;3; 4 ;102;3849; 2 ;0;5;394;0;1983;0
1241;625000;3; 3 ;60;908; 1 ;0;3;234;0;1984;0
1242;950000;5; 4 ;79;671; 2 ;0;3;306;0;1999;0
1243;377691;5; 2 ;49;756; 1 ;0;4;119;267;1942;1982
1244;648475;4; 3 ;52;513; 1 ;0;3;108;350;1951;1994
1245;383000;3; 1 ;42;505; 1 ;0;4;108;200;1942;1982
1246;535000;3; 3 ;51;686; 2 ;0;3;199;0;1994;0
1247;449950;3; 2 ;36;367; 2 ;0;3;140;0;1923;1982
1248;465425;4; 3 ;56;1865; 1 ;0;3;219;0;1967;2011
1250;599000;3; 3 ;46;225; 2 ;0;5;127;183;1926;0
1252;595000;2; 2 ;24;405; 1 ;0;3;75;67;1924;2011
1254;402000;3; 2 ;36;164; 2 ;0;3;139;0;2005;0
1255;433000;4; 2 ;43;864; 1 ;0;4;91;273;1966;0
1256;275000;4; 2 ;45;1398; 2 ;0;3;174;0;1979;2014
1257;410000;3; 2 ;38;868; 2 ;0;3;149;0;1983;2009
1258;554820;4; 2 ;82;1161; 1 ;2;3;199;433;1965;1982
1260;735000;3; 3 ;56;824; 2 ;0;3;215;0;1984;0
1261;607000;3; 1 ;29;730; 1 ;0;4;111;0;1951;1999
1262;549900;4; 3 ;66;19249; 2 ;0;4;255;0;1987;0
1263;258000;3; 2 ;38;679; 1 ;0;3;118;103;1988;2000
1264;661254;4; 4 ;53;563; 2 ;0;5;152;200;1940;0
1265;945000;4; 2 ;66;1203; 1 ;0;3;128;473;1952;2008
1266;799950;4; 4 ;98;17714; 2 ;0;3;380;0;1993;0
1267;132500;3; 1 ;25;945; 1 ;0;3;97;0;1967;2011
1268;467100;3; 2 ;38;778; 1 ;0;3;107;143;1973;2013
1270;641000;3; 2 ;38;358; 1 ;0;5;85;227;1926;0
1271;350000;3; 1 ;23;1012; 1 ;0;4;91;0;1947;1988
1272;335000;4; 3 ;41;763; 1 ;0;4;112;170;1983;0
1273;900000;3; 4 ;95;19593; 2 ;3;3;367;0;2000;0
1274;440000;4; 3 ;59;936; 1 ;0;4;115;427;1965;0
1275;464600;3; 2 ;26;495; 2 ;0;4;101;0;1925;1968
1276;1200000;4; 4 ;110;15525; 2 ;0;3;427;0;2003;0
1277;300000;2; 1 ;31;701; 1 ;2;3;121;0;1947;2012
1278;670500;4; 2 ;37;608; 1 ;0;3;143;0;1951;1994
1279;552000;3; 1 ;33;450; 1 ;0;4;97;117;1919;1985
1281;788600;4; 3 ;81;648; 2 ;0;3;315;0;2005;0
1282;445000;3; 2 ;38;783; 1 ;0;3;147;0;1987;2000
1283;530000;4; 2 ;42;450; 1 ;0;4;85;290;1951;1999
1284;90000;2; 1 ;13;675; 1 ;0;3;52;0;1943;2002
1285;585000;3; 2 ;39;411; 2 ;0;3;150;0;1931;0
1287;379000;2; 1 ;19;574; 1 ;2;3;72;0;1940;1996
1288;462000;3; 2 ;30;232; 1 ;0;5;74;160;1919;1934
1289;388000;4; 3 ;57;644; 2 ;0;3;220;0;1993;0
1290;255000;3; 2 ;35;753; 2 ;0;3;134;0;1984;0
1291;665000;3; 3 ;42;860; 1 ;0;4;119;160;1966;0
1292;550000;3; 2 ;43;824; 1 ;0;5;165;0;1959;0
1293;606000;3; 1 ;35;353; 1 ;0;3;90;167;1947;2012
1294;334000;4; 3 ;51;547; 1 ;2;4;127;267;1965;0
1295;360000;3; 2 ;30;119; 3 ;0;3;114;0;2006;0
1296;235000;2; 1 ;26;156; 2 ;0;3;91;43;2007;0
1297;580000;3; 3 ;38;106; 3 ;4;3;132;50;2008;0
1298;355000;3; 2 ;28;107; 3 ;0;3;110;0;2007;0
1299;375000;2; 3 ;17;129; 2 ;0;3;68;0;2006;0
1301;479000;3; 1 ;32;270; 2 ;0;3;123;0;1924;2011
1303;1680000;4; 5 ;130;6143; 2 ;0;3;503;0;1998;2006
1304;501000;2; 1 ;23;389; 1 ;0;5;91;0;1924;1956
1305;245000;3; 2 ;29;622; 1 ;0;3;113;0;1994;0
1306;496700;3; 3 ;40;520; 2 ;0;4;157;0;1989;0
1307;347000;4; 2 ;62;902; 2 ;0;3;240;0;1996;0
1308;199000;2; 1 ;17;648; 1 ;0;5;65;0;1943;0
1309;440500;3; 3 ;57;396; 2 ;0;3;221;0;2007;0
1310;820000;4; 3 ;85;630; 2 ;0;3;330;0;2005;0
1312;195000;3; 2 ;36;761; 1 ;0;3;141;0;1991;0
1313;675000;3; 3 ;69;2520; 1 ;0;3;164;387;1981;2013
1314;295000;3; 3 ;36;378; 2 ;0;3;140;0;2003;0
1315;355300;3; 3 ;38;667; 1 ;0;5;146;0;1955;0
1317;460000;2; 2 ;63;1789; 1 ;0;4;141;387;1976;1992
1318;880000;3; 2 ;49;3165; 1 ;0;4;192;0;1989;0
1319;370000;3; 3 ;41;365; 2 ;0;3;160;0;2001;0
1320;346000;4; 3 ;49;352; 2 ;0;3;189;0;2009;0
1321;172500;3; 1 ;26;792; 1 ;0;3;103;0;1972;2002
1322;379950;3; 2 ;39;823; 1 ;0;4;103;183;1956;0
1323;468000;2; 1 ;27;540; 1 ;0;4;77;100;1942;1982
1324;477000;4; 3 ;40;564; 2 ;0;3;155;0;1978;0
1325;529000;3; 1 ;28;300; 2 ;0;4;109;0;1924;0
1327;326100;2; 1 ;20;691; 1 ;0;3;79;0;1942;1999
1328;360000;3; 1 ;24;829; 2 ;0;3;95;0;1954;2005
1329;438000;3; 2 ;38;1165; 1 ;0;4;149;0;1961;2001
1330;360000;3; 1 ;36;852; 1 ;0;3;141;0;1954;2005
1331;1050000;4; 3 ;68;648; 1 ;3;3;132;483;1921;2006
1333;585000;3; 2 ;43;696; 1 ;0;4;167;0;1983;0
1334;265000;3; 3 ;33;697; 1 ;0;4;90;147;1983;0
1336;326500;3; 1 ;42;1114; 2 ;0;3;163;0;1970;2014
1337;160000;2; 1 ;27;842; 1 ;0;3;106;0;1918;0
1338;1570000;4; 4 ;71;527; 2 ;0;5;216;223;1927;0
1340;400000;2; 1 ;34;551; 1 ;0;2;132;0;1940;0
1341;800000;4; 3 ;62;648; 1 ;0;3;124;433;1952;2013
1342;949880;4; 3 ;53;962; 2 ;0;3;206;0;1978;0
1343;405000;3; 2 ;46;729; 1 ;0;4;118;223;1949;1985
1344;399000;4; 3 ;67;836; 2 ;0;3;229;110;1979;2014
1345;730001;3; 2 ;43;428; 1 ;0;5;91;277;1951;0
1347;260000;3; 2 ;38;722; 1 ;0;3;147;0;2003;0
1348;751750;2; 2 ;44;486; 2 ;0;3;169;0;1902;0
1349;325000;3; 2 ;41;1179; 1 ;0;4;160;0;1983;0
1350;344950;4; 2 ;54;563; 1 ;0;4;126;310;1941;1998
1351;457500;3; 2 ;43;363; 1 ;0;5;95;263;1925;0
1352;389000;5; 2 ;54;968; 1 ;0;4;107;380;1962;0
1355;415000;3; 3 ;45;798; 1 ;0;3;122;200;1964;2000
1356;1655000;4; 4 ;72;433; 2 ;3;3;207;260;1937;2009
1357;535000;2; 1 ;24;497; 1 ;0;3;94;0;1951;1994
1358;540000;4; 5 ;46;321; 2 ;0;3;176;0;1940;2003
1359;525000;5; 3 ;64;342; 2 ;0;5;158;333;1926;0
1360;570000;3; 2 ;45;3259; 1 ;0;3;174;0;1977;2004
1363;1100000;3; 3 ;61;365; 2 ;0;5;158;297;1926;0
1364;830000;4; 3 ;43;4560; 1 ;0;3;129;140;1978;0
1365;495000;4; 3 ;45;823; 1 ;0;4;129;170;1956;0
1366;292050;5; 3 ;66;648; 1 ;0;3;154;377;2003;0
1367;415000;5; 2 ;44;920; 1 ;0;3;102;257;1961;2004
1368;295832;5; 1 ;33;576; 1 ;0;5;86;150;1955;0
1369;450000;4; 3 ;59;766; 2 ;0;3;227;0;1999;0
1370;1381000;4; 4 ;73;857; 3 ;0;3;284;0;1997;0
1371;857000;4; 3 ;86;2614; 2 ;0;3;335;0;1991;0
1372;499950;3; 4 ;42;135; 2 ;0;3;129;130;2014;0
1373;465000;3; 2 ;36;778; 1 ;0;5;140;0;1967;0
1374;329000;3; 1 ;37;536; 1 ;0;4;104;150;1964;0
1375;475000;3; 2 ;29;1035; 1 ;0;4;111;0;1984;0
1376;255000;3; 1 ;22;729; 1 ;0;3;86;0;1955;2005
1377;435000;3; 1 ;30;360; 2 ;2;3;114;0;1928;1954
1378;685000;3; 3 ;65;693; 2 ;0;3;253;0;2001;0
1380;780000;3; 3 ;59;194; 2 ;0;3;140;320;1925;2006
1381;345000;2; 2 ;27;76; 2 ;0;3;89;63;2005;0
1382;355000;4; 3 ;42;447; 2 ;0;3;163;0;2003;0
1383;282000;3; 3 ;39;1414; 1 ;0;3;112;147;1994;0
1384;244000;3; 1 ;21;473; 1 ;0;4;82;0;1971;0
1385;967500;3; 4 ;75;522; 2 ;2;4;213;293;1951;1999
1386;375000;3; 2 ;46;656; 1 ;0;3;137;160;1965;1993
1387;1600000;3; 4 ;88;1710; 2 ;4;3;341;0;1985;0
1388;527500;3; 2 ;54;7096; 1 ;0;3;158;183;1977;2004
1389;994000;3; 3 ;58;571; 2 ;2;5;163;233;1932;2002
1390;313000;3; 2 ;31;558; 1 ;0;5;119;0;1948;1985
1391;587000;3; 3 ;55;19602; 2 ;0;3;213;0;1979;2014
1392;304000;3; 1 ;21;675; 1 ;0;4;81;0;1972;0
1394;305000;4; 1 ;49;836; 1 ;0;4;95;350;1968;0
1395;280000;3; 1 ;28;563; 1 ;0;3;83;93;1943;2002
1396;960000;5; 4 ;86;1368; 2 ;0;3;335;0;2005;0
1397;500000;3; 3 ;41;409; 2 ;0;3;158;0;1988;2000
1398;274950;3; 2 ;39;667; 1 ;0;3;119;117;1987;2000
1400;970000;5; 3 ;81;1367; 2 ;0;4;313;0;1964;0
1401;312900;4; 3 ;38;403; 2 ;0;3;147;0;2003;0
1402;535000;4; 3 ;54;504; 2 ;0;3;211;0;1921;2013
1403;427000;2; 1 ;21;340; 1 ;0;3;83;0;1910;2006
1404;405000;2; 1 ;21;584; 1 ;0;3;82;0;1942;1999
1405;480000;3; 1 ;27;445; 1 ;2;3;104;0;1943;2002
1406;725000;3; 2 ;58;430; 2 ;2;3;131;350;1940;1996
1407;293000;4; 3 ;75;21156; 1 ;2;3;293;0;1973;2013
1408;268000;4; 2 ;45;594; 1 ;0;4;93;300;1967;0
1409;475000;4; 4 ;79;21092; 2 ;0;3;225;300;1991;0
1410;488000;3; 3 ;37;230; 3 ;0;3;143;0;1985;0
1411;760000;4; 3 ;77;666; 2 ;0;3;300;0;2009;0
1413;754950;3; 3 ;61;653; 2 ;0;3;235;0;2014;0
1414;263900;3; 3 ;39;243; 2 ;0;3;149;0;2014;0
1415;460000;3; 4 ;37;129; 2 ;0;3;112;120;2006;0
1417;370000;2; 3 ;30;75; 2 ;0;3;97;67;2009;0
1419;450800;4; 4 ;58;478; 2 ;0;3;226;0;2009;0
1420;627000;3; 4 ;63;313; 2 ;0;3;149;353;2005;0
1422;310000;3; 1 ;33;1791; 2 ;0;4;129;0;1927;0
1423;550000;4; 1 ;39;3136; 1 ;0;1;84;243;1933;0
1424;215000;2; 1 ;31;798; 1 ;0;4;119;0;1943;0
1425;799000;4; 3 ;60;18857; 2 ;0;3;232;0;1984;0
1426;630000;4; 3 ;64;3879; 2 ;0;3;247;0;1993;0
1427;267000;3; 3 ;58;396; 2 ;0;3;225;0;2007;0
1428;900000;6; 3 ;53;2230; 2 ;0;4;207;0;1950;1985
1429;365000;3; 2 ;30;1102; 1 ;0;3;117;0;1963;2008
1430;544500;4; 3 ;52;937; 1 ;0;5;131;260;1974;0
1431;599000;4; 3 ;47;248; 1 ;0;3;91;337;1917;2014
1432;815000;4; 3 ;46;342; 2 ;0;3;180;0;2001;0
1433;254000;2; 1 ;25;737; 1 ;0;4;95;0;1952;0
1434;740000;2; 2 ;48;432; 1 ;0;5;97;333;1923;0
1435;225000;3; 2 ;47;2235; 1 ;0;4;110;270;1979;0
1436;925000;3; 3 ;62;630; 2 ;0;5;166;283;1943;0
1437;1285000;4; 3 ;75;972; 1 ;0;3;203;327;1946;0
1438;537000;3; 3 ;36;1163; 2 ;0;5;140;0;1999;0
1439;335000;4; 2 ;34;282; 1 ;0;5;67;247;1910;0
1440;840000;4; 3 ;71;252; 2 ;0;3;189;313;1906;2014
1441;224000;3; 2 ;36;657; 1 ;0;4;94;173;1964;0
1442;395000;3; 3 ;52;338; 2 ;0;3;203;0;2006;0
1443;450000;3; 1 ;26;414; 1 ;0;3;99;0;1917;2009
1444;681000;3; 1 ;39;572; 2 ;0;3;153;0;1907;1983
1445;898000;5; 2 ;62;2521; 1 ;0;4;131;410;1963;0
1446;370000;3; 1 ;19;207; 1 ;0;4;72;0;1908;0
1447;429000;2; 2 ;31;568; 1 ;0;3;122;0;2005;0
1449;555000;3; 3 ;73;384; 2 ;0;3;239;170;2006;0
1450;326000;3; 3 ;40;2520; 1 ;0;4;155;0;1958;1972
1451;225000;3; 3 ;39;608; 2 ;0;3;151;0;1994;0
1453;665000;3; 3 ;51;933; 2 ;0;3;197;0;1987;2000
1454;535000;3; 3 ;40;361; 2 ;0;3;155;0;1994;0
1455;305000;3; 1 ;27;1060; 1 ;0;3;104;0;1968;1997
1456;999000;7; 4 ;73;3135; 1 ;0;3;284;0;1957;2005
1457;215000;3; 2 ;28;727; 1 ;0;4;109;0;1983;0
1458;432500;3; 2 ;46;459; 1 ;0;3;114;237;1965;1993
1459;655000;4; 3 ;69;510; 2 ;0;3;269;0;2003;0
1461;244615;3; 3 ;48;363; 2 ;0;3;185;0;1999;0
1462;460000;4; 3 ;52;4768; 2 ;0;3;201;0;1991;0
1463;370000;4; 3 ;72;1678; 2 ;0;3;278;0;1995;0
1464;465000;6; 4 ;99;2099; 1 ;3;3;194;700;1967;2011
1465;1175000;3; 3 ;46;2086; 1 ;4;3;99;290;1937;1998
1466;189000;2; 2 ;39;285; 1 ;0;5;77;283;1927;0
1467;820000;3; 3 ;58;495; 2 ;2;3;226;0;1995;0
1468;968000;6; 3 ;84;1582; 1 ;4;5;186;513;1959;0
1471;1210000;4; 3 ;85;628; 2 ;2;4;228;373;1951;2003
1472;600000;4; 2 ;58;3433; 1 ;0;3;226;0;1960;2012
1473;589000;3; 1 ;26;540; 2 ;0;5;100;0;1932;2002
1474;590000;3; 2 ;38;554; 2 ;0;4;149;0;1926;1993
1475;479900;3; 2 ;46;1094; 1 ;0;3;178;0;1994;0
1476;210000;2; 2 ;20;104; 2 ;0;3;79;0;2007;0
1477;745000;3; 2 ;35;882; 1 ;0;4;103;117;1947;1988
1478;840500;3; 2 ;59;486; 2 ;0;4;127;370;1906;1990
1479;420000;3; 2 ;42;2009; 1 ;0;3;113;190;1977;2004
1480;565000;7; 5 ;96;816; 1 ;0;3;186;690;1978;0
1482;681716;4; 3 ;73;655; 2 ;0;3;284;0;2006;0
1483;600000;3; 2 ;37;667; 1 ;0;3;104;143;1967;2011
1484;380000;3; 2 ;39;745; 1 ;0;3;149;0;1949;1998
1485;168500;3; 1 ;26;911; 1 ;0;3;99;0;1969;2010
1486;355000;2; 1 ;30;288; 1 ;0;4;86;103;1920;0
1487;277000;4; 1 ;34;563; 1 ;0;3;89;153;1964;2000
1488;236000;4; 3 ;43;854; 1 ;0;4;108;210;1989;0
1489;270000;3; 2 ;30;371; 1 ;0;4;59;217;1918;1953
1490;700000;2; 2 ;54;495; 2 ;2;3;155;200;1925;2000
1491;425000;4; 3 ;39;859; 1 ;0;4;97;200;1979;0
1492;635000;3; 3 ;53;495; 2 ;0;4;180;100;1921;0
1493;510250;3; 2 ;33;360; 1 ;0;3;78;177;1951;1994
1494;960000;4; 3 ;56;410; 2 ;2;5;162;203;1929;0
1495;254000;3; 2 ;34;673; 1 ;0;4;133;0;1992;0
1496;299000;3; 1 ;32;866; 2 ;0;4;125;0;1954;1979
1497;175000;2; 1 ;19;243; 1 ;0;3;75;0;1996;0
1498;157500;2; 1 ;17;810; 1 ;0;3;67;0;1949;1998
1499;580000;5; 2 ;45;540; 1 ;0;5;87;323;1945;0
1500;124740;3; 1 ;31;1404; 1 ;0;4;121;0;1978;2000
1501;1970000;8; 4 ;103;583; 2 ;3;5;283;433;1959;0
1502;285000;2; 1 ;19;562; 1 ;0;3;72;0;1954;2005
1503;242000;3; 2 ;30;868; 1 ;0;3;118;0;1979;2014
1504;840000;4; 2 ;54;360; 2 ;0;5;117;343;1924;1956
1505;474800;2; 4 ;33;112; 3 ;0;3;126;0;2000;0
1506;490000;4; 3 ;55;393; 2 ;0;3;212;0;2003;0
1507;465000;3; 3 ;43;518; 2 ;0;3;166;0;2003;0
1509;430000;3; 4 ;90;643; 1 ;2;3;215;500;1943;2007
1510;253400;3; 2 ;33;778; 1 ;0;5;126;0;1968;0
1511;355000;3; 3 ;56;873; 1 ;0;3;216;0;1990;2009
1512;740000;4; 3 ;68;4172; 2 ;0;4;263;0;1998;0
1513;186950;2; 2 ;32;117; 2 ;0;3;125;0;1986;0
1514;306000;3; 3 ;39;1007; 2 ;0;3;151;0;1984;0
1515;510000;4; 2 ;47;792; 1 ;0;4;92;340;1961;2001
1516;345000;2; 1 ;25;360; 1 ;0;3;97;0;1940;1996
1517;875000;3; 3 ;53;385; 1 ;0;5;115;333;1917;0
1518;700000;4; 4 ;104;459; 2 ;0;3;305;367;2006;0
1519;1400000;4; 4 ;109;824; 1 ;4;3;227;727;2005;0
1521;739000;3; 3 ;65;486; 2 ;0;3;253;0;2005;0
1522;363000;4; 3 ;87;648; 2 ;0;3;300;139;2008;0
1523;782000;4; 4 ;91;729; 2 ;0;3;282;260;2007;0
1524;325000;2; 3 ;24;145; 2 ;0;3;95;0;2005;0
1525;485000;4; 1 ;37;387; 2 ;0;4;144;0;1916;0
1526;452000;4; 3 ;60;900; 1 ;0;4;121;417;1968;0
1527;264950;4; 3 ;40;878; 1 ;0;4;101;200;1978;2000
1528;472000;6; 3 ;102;1263; 1 ;2;4;212;687;1965;0
1529;267500;3; 2 ;37;1072; 1 ;2;3;98;167;1957;2000
1530;565000;4; 3 ;57;2033; 2 ;0;3;220;0;1996;0
1532;389000;2; 1 ;21;630; 1 ;0;3;82;0;1952;2008
1533;400000;4; 2 ;32;648; 1 ;0;3;103;83;1965;1993
1534;264000;3; 2 ;34;1334; 1 ;0;4;132;0;1958;1972
1535;690000;4; 3 ;68;891; 2 ;0;4;263;0;1990;0
1536;412000;3; 2 ;45;4703; 1 ;0;4;176;0;1985;0
